ID;FullName;global_id;AdmArea;District;Address;LegalAddress;ContactPhone;Fax;Email;WebSite;Categorization;CertificateNumber;CertificateIssueDate;NumberInFederalList;CertificateValidity;NameOfAccreditedOrganization;geodata_center;geoarea
28;Монастырская гостиница Покровского женского монастыря;62409635;Центральный административный округ;Таганский район;улица Таганская, дом 58, строение 12;;"PublicPhone:(495) 911-26-07

";(495) 911-33-84;hotel@pokrov-monastir.ru;hotelpokrovmon.ru/;;;;;;;01010000001822A7AFE7D54240294014CC98DE4B40;
29;"Мини-отель ""Турист на Саратовской""";62409636;Юго-Восточный административный округ;Рязанский район;улица Саратовская, дом 22;;"PublicPhone:(925) 475-83-50

";;turist-otel@bk.ru;турист-отель.рф;;;;550007314;;;010100000084D9041896DF42401442075DC2DB4B40;
30;"Мини -отель ""Турист на Солдатской""";62409637;Юго-Восточный административный округ;район Лефортово;улица Солдатская, дом 3;;"PublicPhone:(925) 091-26-61

";;turist-otel@bk.ru;турист-отель.рф;;;;550007311;;;0101000000B7EBA52902DA4240378C82E0F1E14B40;
31;"Отель ""Березка"" ООО ""Евролайф""";62409638;Южный административный округ;район Бирюлёво Восточное;Касимовская улица, 31«а»;;"PublicPhone:(495) 647-93-99

";;aleksarut@gmail.com;www.bere3ka.ru;;;;550007281;;;01010000000648348122D442409A982EC4EACB4B40;
32;"Гостиница Спортивного комплекса ""Борисово""";62409639;Южный административный округ;район Москворечье-Сабурово;улица Борисовские Пруды, дом 29;;"PublicPhone:(495) 390-33-77

";;borisovoSK@mgfso.ru;www.mgfso.ru;без звезд;77/45/40-2019;05.11.2019; 550019889;04.12.2022;"ООО ""Центр консалтинга и сертификации ""Межрегиональное агентство качества"" ";0101000000B8567BD80BDD4240E09D7C7A6CD14B40;
33;Отель «Олимпийский»;62409640;Центральный административный округ;Мещанский район;Олимпийский проспект, дом 16, строение 2;;"PublicPhone:(495) 786-32-24

";;olimp-otel@mail.ru;www.olimpik-otel.ru/;;;;550009118;;;0101000000CFBBB1A030D04240FD1186014BE44B40;
34;Хостел «Тверская» ООО «Континент-Тургрупп»;62409641;Центральный административный округ;Тверской район;Малый Гнездниковский переулок, дом 10, помещение III;;"PublicPhone:(495) 629-44-10

";;nina@continent-tour.ru;;;;;550011353;;;010100000029266F8099CD4240BD1E4C8A8FE14B40;
35;"Отель ""POST""";62409642;Центральный административный округ;Таганский район;улица Александра Солженицына, дом 10, строение 1;;"PublicPhone:(495) 911-29-79

";;info@posthostel.ru;;;;;550007298;;"
";01010000000F9A5DF756D44240B7EEE6A90EDF4B40;
36;Гостиница «На Покровском-Стрешнего»;62409643;Северо-Западный административный округ;район Щукино;Волоколамское шоссе, дом 30, корпус 1;;"PublicPhone:(499) 193-76-78

";;"pokrovhotel@nic-itep.ru;
bron@ps-hotel.ru ";ps-hotel.ru;;;;550007517;;;010100000080D6FCF84BBD424057B5A4A31CE84B40;
37;Бутик-отель «Птицы и Пчёлы»;62409644;Новомосковский административный округ;поселение Сосенское;Сосенское поселение,, деревня Сосенки, дом 47а;;"PublicPhone:(495) 225-38-38

";;info@birdsandbees.ru;birdsandbees.ru;без звезд;550011435;19.05.2017;550011435;19.05.2020;"ООО ""Юридическое агентство Персона Грата""";01010000003CBD529621B84240D926158DB5C74B40;
38;"Гостиница ""Арена""";62409645;Центральный административный округ;район Хамовники;10-летия Октября улица, дом 11;;"PublicPhone:(495) 181-51-01

";;mos@arenahotels.ru;www.arena-mos-hotel.ru/;;;;;;;0101000000B151D66F26C84240DACBB6D3D6DC4B40;
39;Гостиница «Хорошевская»;62409646;Северо-Западный административный округ;район Хорошёво-Мнёвники;улица Народного Ополчения, дом 22, корпус 1;;"PublicPhone:(495) 785-76-77

";;gostinitsa.ki@gmail.com;hotelhor.ru;;;;550006975;;;0101000000F816D68D77BD424043A9BD88B6E34B40;
40;Гостиница «Останкино» ОАО «Гостиница «Останкино»;62409647;Северо-Восточный административный округ;район Марфино;Ботаническая улица, дом 29, гостиничный блок  корпуса № 1;;"PublicPhone:(495) 647-62-75

";;info@ostankino-hotel.ru ;www.ostankino-hotel.ru;;;;;;;0101000000601F9DBAF2CB4240E469F981ABEA4B40;
41;Гостиница «Наследие»;62409648;Северо-Восточный административный округ;Алексеевский район;улица Космонавтов, дом 2;;"PublicPhone:(495) 682-93-51

";;gost.nasledie@mail.ru;nasledie-hotel.ru;без звезд;;01.06.2019;550006337;01.06.2022;"ООО ""Эксперт Консалт Груп";0101000000C6A86BED7DD24240EBAA402D06E94B40;
42;СРЕДСТВО РАЗМЕЩЕНИЯ «КАПСУЛЬНЫЙ БУТИК-ОТЕЛЬ «ВЕНЕЦИЯ В СЕРДЦЕ МОЕМ» ;62409649;Центральный административный округ;Красносельский район;Садовая-Спасская улица, дом 17/2, помещение 4;;"PublicPhone:(499) 975-30-86

";;venicehotel2017@yandex.ru;;без звезд;550012456;12.09.2017;550012456;11.09.2020;"ООО ""Премьер-Дил""";0101000000A9D903ADC0D24240431B800D88E24B40;
43;Гостиница индивидуального предпринимателя Колчиной Л.А.;62409650;Восточный административный округ;район Измайлово;5-я Парковая улица, дом 28а;606505, Нижегородская область, Городецкий , город Городец, улица Суворова, дом 1;"PublicPhone:(967) 065-35-25

";;Romani-otel@yandex.ru ;;;;;;;;01010000006494675E0EE542407714E7A8A3E54B40;
44;Хостел «Уютный дом на Открытом» ООО «Дом Комфорт»;62409651;Восточный административный округ;район Метрогородок;Открытое шоссе, дом 24, корпус 8 ;;"PublicPhone:(926) 455-41-68

PublicPhone:(926) 320-04-77

";;hostelgroup@mail.ru;test.hostel-group.net;;;;550007265;;;01010000007A5567B5C0E042406DFDF49F35E94B40;
45;"Гостиничный комплекс ""Узкое""";62409652;Юго-Западный административный округ;район Ясенево;Литовский бульвар, дом 9А;;"PublicPhone:(495) 983-01-00

PublicPhone:(495) 427-55-00

";;hotel@maan.ru;www.maanhotels.ru/yzkoe;;;;550006590;;;0101000000A514747B49C542409A3FA6B569CE4B40;
46;Хостел «Примавера»;62409653;Юго-Западный административный округ;район Коньково;улица Островитянова, дом 43;;"PublicPhone:(495) 662-58-33

";;ww2000ww@yandex.ru;primavera-hostel.com;без звезд;550011926;01.07.2017;550011926;01.07.2020;АНО «Центр развития социального и культурно-познавательного туризма»;01010000005534D6FECEC44240E50AEF7211D14B40;
47;"ПАО ""Гостиница ""Шахтер"" , Гостиница ""Шахтер""";62409654;Юго-Восточный административный округ;район Люблино;улица Верхние поля, дом 27;109382, город Москва, улица Верхние поля, дом 27;"PublicPhone:(495) 359-01-92

";(495) 359-33-27;hotelshah@mail.ru;hotelshah.ru;;;;;;;010100000032022A1C41E042408010C99063D54B40;
48;Гостиница «Лефортово»;62409655;Юго-Восточный административный округ;район Лефортово;1-й Краснокурсантский проезд, дом 1/4;;"PublicPhone:(495) 918-11-10

";(495) 918-17-13;info@hotel-lefortovo.ru;www.slavhotels.ru;;;;;;;01010000003387A4164AD84240603FC4060BE14B40;
49;"Средство размещения ""Апарт-отель ""Диадема""";62409656;Юго-Восточный административный округ;район Марьино;Братиславская улица, дом 6, помещение 360;109341, город Москва, улица Братиславская, дом 6, помещение 360;"PublicPhone:(499) 753-02-10

PublicPhone:(929) 965-68-52

";;info@diadema-pdd.ru;www.diadema-pdd.ru;;;;550005876;;;010100000019C91EA166E04240014EEFE2FDD44B40;
50;"Гостиница ""ЛЕ ТОН""";62409657;Юго-Восточный административный округ;район Люблино;улица Верхние поля, дом 43;;"PublicPhone:(495) 359-65-07

PublicPhone:(495) 358-33-66

";;"le_ton@mail.ru; leton@le-ton.com";;;;;550006413;;;01010000002A1C412AC5E2424069739CDB84D54B40;
51;Парк-отель «БИТЦА» ;62409658;Южный административный округ;район Чертаново Северное;Парк-отель «БИТЦА» ;;"PublicPhone:(495) 318-02-82

";;hotel-bitsa@mail.ru;;две звезды;550006106;22.08.2017;550006106;22.08.2020;ООО «Строим отель»;01010000002FE1D05B3CCA4240873254C554D24B40;
